POS,0,048F,-0.69,-3.14,-0.15,70,x02
POS,0,048F,-0.68,-3.15,-0.13,72,x02
POS,0,048F,-0.66,-3.15,-0.11,72,x02
POS,0,048F,-0.68,-3.16,-0.13,71,x02
POS,0,048F,-0.70,-3.15,-0.15,70,x02
POS,0,048F,-0.81,-3.14,-0.17,70,x02
POS,0,048F,-0.78,-3.15,-0.15,72,x02
POS,0,048F,-0.76,-3.18,-0.12,74,x02
POS,0,048F,-0.73,-3.18,-0.11,73,x02
POS,0,048F,-0.72,-3.19,-0.10,73,x02
POS,0,048F,-0.70,-3.17,-0.12,70,x02
POS,0,048F,-0.64,-3.16,-0.08,71,x02
POS,0,048F,-0.65,-3.17,-0.09,73,x02
POS,0,048F,-0.66,-3.18,-0.10,72,x02
POS,0,048F,-0.71,-3.17,-0.14,70,x02
POS,0,048F,-0.78,-3.17,-0.15,72,x02
POS,0,048F,-0.79,-3.16,-0.15,71,x02
POS,0,048F,-0.78,-3.16,-0.15,71,x02
POS,0,048F,-0.79,-3.15,-0.16,70,x02
POS,0,048F,-0.78,-3.16,-0.15,73,x02
POS,0,048F,-0.78,-3.17,-0.14,72,x02
POS,0,048F,-0.80,-3.20,-0.12,75,x02
POS,0,048F,-0.81,-3.18,-0.15,70,x02
POS,0,048F,-0.85,-3.18,-0.17,72,x02
POS,0,048F,-0.75,-3.32,-0.08,83,x02
POS,0,048F,-0.78,-3.24,-0.14,68,x02
POS,0,048F,-0.74,-3.19,-0.16,67,x02
POS,0,048F,-0.70,-3.18,-0.14,72,x02
POS,0,048F,-0.68,-3.19,-0.18,72,x02
POS,0,048F,-0.66,-3.20,-0.20,73,x02
POS,0,048F,-0.62,-3.17,-0.24,69,x02
POS,0,048F,-0.58,-3.20,-0.24,73,x02
POS,0,048F,-0.58,-3.33,-0.18,82,x02
POS,0,048F,-0.59,-3.30,-0.22,72,x02
POS,0,048F,-0.61,-3.27,-0.26,71,x02
POS,0,048F,-0.59,-3.40,-0.15,84,x02
POS,0,048F,nan,nan,nan,0,x02
POS,0,048F,-0.41,-3.42,0.53,80,x02
POS,0,048F,-0.38,-3.49,0.45,83,x02
POS,0,048F,-0.43,-3.48,0.30,78,x02
POS,0,048F,-0.51,-3.43,0.21,75,x02
POS,0,048F,-0.66,-3.40,0.12,75,x02
POS,0,048F,-0.63,-3.35,0.07,72,x02
POS,0,048F,-0.63,-3.34,0.05,75,x02
POS,0,048F,-0.70,-3.31,0.00,74,x02
POS,0,048F,-0.71,-3.29,-0.08,72,x02
POS,0,048F,-0.50,-3.23,-0.09,69,x02
POS,0,048F,-0.45,-3.10,-0.10,60,x02
POS,0,048F,-0.41,-2.95,0.03,48,x02
POS,0,048F,-0.39,-2.68,0.26,74,x02
POS,0,048F,-0.35,-2.32,0.63,66,x02
POS,0,048F,-0.33,-1.99,0.69,76,x02
POS,0,048F,-0.30,-1.59,1.00,82,x02
POS,0,048F,-0.28,-1.25,1.23,84,x02
POS,0,048F,-0.22,-1.03,1.38,88,x02
POS,0,048F,-0.27,-0.85,1.24,86,x02
POS,0,048F,-0.32,-0.72,1.23,90,x02
POS,0,048F,-0.35,-0.61,1.11,86,x02
POS,0,048F,-0.35,-0.54,1.02,86,x02
POS,0,048F,-0.35,-0.46,1.18,89,x02
POS,0,048F,-0.40,-0.36,1.08,84,x02
POS,0,048F,-0.56,-0.16,1.03,63,x02
POS,0,048F,-0.69,0.01,1.26,66,x02
POS,0,048F,-0.76,0.15,1.24,67,x02
POS,0,048F,-0.88,0.16,1.12,61,x02
POS,0,048F,-0.87,0.20,1.08,74,x02
POS,0,048F,-0.79,0.22,1.08,86,x02
POS,0,048F,-0.81,0.24,1.05,74,x02
POS,0,048F,-0.74,0.26,1.26,81,x02
POS,0,048F,-0.62,0.28,1.45,83,x02
POS,0,048F,-0.66,0.29,1.57,72,x02
POS,0,048F,-0.60,0.35,1.63,81,x02
POS,0,048F,-0.64,0.36,1.49,78,x02
POS,0,048F,-0.66,0.36,1.55,78,x02
POS,0,048F,-0.70,0.36,1.42,76,x02
POS,0,048F,-0.72,0.37,1.32,76,x02
POS,0,048F,-0.67,0.40,1.29,85,x02
POS,0,048F,-0.61,0.44,1.45,77,x02
POS,0,048F,-0.67,0.42,1.32,73,x02
POS,0,048F,-0.63,0.44,1.49,74,x02
POS,0,048F,-0.70,0.42,1.36,72,x02
POS,0,048F,-0.74,0.41,1.27,72,x02
POS,0,048F,-0.71,0.25,1.42,78,x02
POS,0,048F,-0.78,-0.07,1.32,72,x02
POS,0,048F,-0.87,-0.45,1.15,29,x02
POS,0,048F,-0.95,-0.92,0.94,37,x02
POS,0,048F,-0.96,-1.35,0.70,55,x02
POS,0,048F,-0.87,-1.59,0.53,41,x02
POS,0,048F,-0.83,-1.79,0.41,45,x02
POS,0,048F,-0.84,-1.98,0.33,49,x02
POS,0,048F,-0.84,-2.08,0.22,46,x02
POS,0,048F,-0.82,-2.15,0.13,45,x02
POS,0,048F,-0.80,-2.24,0.13,48,x02
POS,0,048F,-0.83,-2.29,0.12,46,x02
POS,0,048F,-0.80,-2.35,0.15,49,x02
POS,0,048F,-0.80,-2.37,0.15,45,x02
POS,0,048F,-0.79,-2.39,0.16,45,x02
POS,0,048F,-0.79,-2.41,0.17,47,x02
POS,0,048F,-0.80,-2.45,0.18,51,x02
POS,0,048F,-0.80,-2.46,0.16,48,x02
POS,0,048F,-0.75,-2.48,0.12,52,x02
POS,0,048F,-0.71,-2.58,0.13,63,x02
POS,0,048F,-0.56,-2.62,0.75,63,x02
POS,0,048F,-0.56,-2.65,0.60,58,x02
POS,0,048F,-0.43,-2.64,1.10,58,x02
POS,0,048F,-0.49,-2.65,0.87,57,x02
POS,0,048F,-0.50,-2.69,0.70,61,x02
POS,0,048F,-0.41,-2.72,1.17,65,x02
POS,0,048F,-0.45,-2.72,0.94,59,x02
POS,0,048F,-0.47,-2.77,0.72,64,x02
POS,0,048F,-0.54,-2.97,0.64,80,x02
POS,0,048F,-0.87,-3.03,0.51,75,x02
POS,0,048F,-0.96,-3.08,0.39,74,x02
POS,0,048F,-1.03,-3.12,0.30,74,x02
POS,0,048F,-1.08,-3.13,0.23,72,x02
POS,0,048F,-1.11,-3.12,0.16,71,x02
POS,0,048F,-1.13,-3.13,0.12,73,x02
POS,0,048F,-1.16,-3.14,0.09,72,x02
POS,0,048F,-1.17,-3.15,0.07,73,x02
POS,0,048F,-1.18,-3.15,0.05,72,x02
POS,0,048F,-1.27,-3.16,0.04,73,x02
POS,0,048F,-1.38,-3.13,0.02,70,x02
POS,0,048F,-1.52,-3.14,0.03,72,x02
POS,0,048F,-1.43,-3.15,0.02,73,x02
POS,0,048F,-1.38,-3.14,0.01,71,x02
POS,0,048F,-1.34,-3.14,0.00,72,x02
POS,0,048F,-1.32,-3.17,0.01,75,x02
POS,0,048F,-1.36,-3.19,0.04,75,x02
POS,0,048F,-1.28,-3.18,0.03,72,x02
POS,0,048F,-1.24,-3.18,0.02,73,x02
POS,0,048F,-1.26,-3.18,0.02,73,x02
POS,0,048F,-1.05,-3.00,0.07,47,x02
